i_ano_compt;i_mes_compt;i_desc_car_int_atend;i_desc_complex_proc;i_desc_estab_cnes;i_desc_proc_realizado;i_qtd;id
2022;12;BPA-C;Média complexidade;0010456 - HBDF;0405010168 - SONDAGEM DE VIAS LACRIMAIS;1;21527
2022;4;Eletivo;Alta complexidade;0010456 - HBDF;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;21;19157
2022;10;BPA-C;Atenção Básica;6876617 - HCB;0414020405 - ULOTOMIA/ULECTOMIA;2;21118
2022;8;Eletivo;Média complexidade;0010464 - HRAN;0405030053 - INJECAO INTRA-VITREO;21;20384
2022;3;Eletivo;Alta complexidade;0010456 - HBDF;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;42;18855
2022;3;BPA-C;Média complexidade;0010464 - HRAN;0409050067 - PLASTICA DE FREIO BALANO-PREPUCIAL;1;18896
2022;1;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);89;18574
2022;3;BPA-C;Média complexidade;9620311 - Policlínica Guará I;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;25;19075
2022;12;Eletivo;Alta complexidade;0010502 - HRS;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;2;21593
2022;11;BPA-C;Atenção Básica;6876617 - HCB;0414020120 - EXODONTIA DE DENTE DECÍDUO;33;21419
2022;7;BPA-C;Média complexidade;0010464 - HRAN;0405050259 - RETIRADA DE CORPO ESTRANHO DA CORNEA;11;20079
2022;6;Eletivo;Atenção Básica;0010537 - HMIB;0414020120 - EXODONTIA DE DENTE DECÍDUO;34;19894
2022;1;Urgência;Média complexidade;5717515 - HRSM;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;1;18498
2022;7;BPA-C;Média complexidade;0010472 - HRG;0407010319 - TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO;1;20096
2022;7;Eletivo;Média complexidade;5717515 - HRSM;0414020073 - CURETAGEM PERIAPICAL;8;20206
2022;11;BPA-C;Média complexidade;9676473 - CEO - Ceilândia I;0414010361 - EXERESE DE CISTO ODONTOGÊNICO E NÃO-ODONTOGÊNICO;1;21476
2022;7;BPA-C;Média complexidade;9690735 - CEO - Planaltina;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);35;20287
2022;6;Eletivo;Média complexidade;0010510 - HUB;0414020057 - CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR;28;19871
2022;12;Urgência;Alta complexidade;0010502 - HRS;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;11;21596
2022;8;Eletivo;Média complexidade;0010456 - HBDF;0407010254 - RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA;26;20363
2022;9;BPA-C;Média complexidade;9676473 - CEO - Ceilândia I;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);32;20885
2022;11;Eletivo;Atenção Básica;5717515 - HRSM;0414020138 - EXODONTIA DE DENTE PERMANENTE;30;21390
2022;12;Eletivo;Alta complexidade;0010510 - HUB;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;1;21600
2022;2;BPA-C;Atenção Básica;0010456 - HBDF;0414020359 - TRATAMENTO CIRÚRGICO DE HEMORRAGIA BUCO-DENTAL;1;18591
2022;11;BPA-C;Média complexidade;6876617 - HCB;0409050059 - LIBERACAO / PLASTIA DE PREPUCIO;1;21424
2022;3;BPA-C;Média complexidade;9778136 - CEO - Asa Norte;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);137;19152
2022;2;Eletivo;Média complexidade;9622918 - CEO-Taguatinga;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;4;18804
2022;6;Eletivo;Média complexidade;0010510 - HUB;0405030045 - FOTOCOAGULACAO A LASER;45;19865
2022;10;BPA-C;Média complexidade;0010499 - HRT;0405010060 - EPILACAO DE CILIOS;3;21001
2022;2;Eletivo;Média complexidade;0010510 - HUB;0414020090 - ENXERTO ÓSSEO DE ÁREA DOADORA INTRABUCAL;2;18685
2022;6;Eletivo;Média complexidade;0010537 - HMIB;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);71;19901
2022;2;BPA-C;Média complexidade;0010502 - HRS;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;2;18664
2022;8;Eletivo;Alta complexidade;0010510 - HUB;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;8;20427
2022;4;BPA-C;Média complexidade;0010456 - HBDF;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;14;19168
2022;3;Eletivo;Média complexidade;0010464 - HRAN;0409050083 - POSTECTOMIA;3;18903
2022;2;BPA-C;Média complexidade;9690735 - CEO-Planaltina;0414020073 - CURETAGEM PERIAPICAL;13;18820
2022;5;Eletivo;Média complexidade;0010456 - HBDF;0405010184 - TRATAMENTO CIRURGICO DE BLEFAROCALASE;10;19468
2022;11;Eletivo;Média complexidade;0010510 - HUB;0406020620 - RETIRADA DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTÁVEL;1;21322
2022;11;Eletivo;Atenção Básica;0010537 - HMIB;0414020383 - TRATAMENTO DE ALVEOLITE;1;21340
2022;3;BPA-C;Média complexidade;9676473 - CEO-Ceilândia I;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;17;19108
2022;1;Eletivo;Atenção Básica;0010537 - HMIB;0414020120 - EXODONTIA DE DENTE DECÍDUO;3;18449
2022;7;BPA-C;Média complexidade;5598575 - Policlínica Gama;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;55;20195
2022;5;BPA-C;Média complexidade;5717515 - HRSM;0404020623 - RETIRADA DE MATERIAL DE SÍNTESE ÓSSEA / DENTÁRIA;3;19631
2022;9;BPA-C;Média complexidade;9778136 - CEO - Asa Norte;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);48;20915
2022;7;Eletivo;Média complexidade;0010502 - HRS;0408010134 - REDUCAO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXAÇÃO ESCÁPULO-UMERAL;1;20126
2022;7;Eletivo;Média complexidade;0010537 - HMIB;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;1;20164
2022;8;BPA-C;Atenção Básica;0010545 - HRBz;0414020138 - EXODONTIA DE DENTE PERMANENTE;2;20478
2022;9;BPA-C;Média complexidade;0924857 - UPA II Ceilândia;0415040043 - DEBRIDAMENTO DE ULCERA / NECROSE;2;20777
2022;9;Eletivo;Média complexidade;5717515 - HRSM;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO;5;20815
2022;1;Eletivo;Média complexidade;0010537 - HMIB;0414020057 - CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR;27;18453
2022;4;Eletivo;Alta complexidade;7494424 - Ultramed;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;1;19348
2022;12;Eletivo;Atenção Básica;9778136 - CEO - Asa Norte;0414020430 - EXODONTIA DE DENTE SUPRANUMERÁRIO;1;21809
2022;10;Eletivo;Atenção Básica;0010510 - HUB;0414020138 - EXODONTIA DE DENTE PERMANENTE;5;21022
2022;9;Eletivo;Média complexidade;0010510 - HUB;0414020073 - CURETAGEM PERIAPICAL;115;20743
2022;3;Eletivo;Alta complexidade;0010499 - HRT;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;11;18919
2022;4;Eletivo;Média complexidade;0010499 - HRT;0408020202 - REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO;1;19235
2022;9;BPA-C;Média complexidade;0010456 - HBDF;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);11;20668
2022;4;BPA-C;Média complexidade;9690735 - CEO-Planaltina;0414020073 - CURETAGEM PERIAPICAL;50;19406
2022;2;BPA-C;Atenção Básica;0010456 - HBDF;0404010300 - RETIRADA DE CORPO ESTRANHO DA CAVIDADE AUDITIVA E NASAL;1;18588
2022;2;Eletivo;Alta complexidade;7494424 - Ultramed;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;1;18766
2022;5;BPA-C;Média complexidade;9676473 - CEO - Ceilândia I;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;2;19722
2022;10;BPA-C;Média complexidade;0010464 - HRAN;0409050059 - LIBERACAO / PLASTIA DE PREPUCIO;1;20971
2022;9;Urgência;Média complexidade;0010529 - HRPl;0408020202 - REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO;2;20755
2022;3;BPA-C;Atenção Básica;9764860 - CEO - Gama;0414020120 - EXODONTIA DE DENTE DECÍDUO;2;19132
2022;6;Eletivo;Alta complexidade;2779366 - Oftalmed Matriz;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;47;19916
2022;10;Eletivo;Alta complexidade;0010464 - HRAN;0413010031 - CURATIVO EM GRANDE QUEIMADO;144;20967
2022;11;Eletivo;Média complexidade;0010464 - HRAN;0405010176 - SUTURA DE PALPEBRAS;1;21269
2022;2;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);4;18842
2022;3;Eletivo;Média complexidade;0010510 - HUB;0409010154 - EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO EM URETER;2;18965
2022;7;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);7;20262
2022;8;BPA-C;Média complexidade;2649527 - HAB;0414020073 - CURETAGEM PERIAPICAL;1;20491
2022;5;BPA-C;Média complexidade;5717515 - HRSM;0414020073 - CURETAGEM PERIAPICAL;42;19635
2022;12;BPA-C;Atenção Básica;9715797 - CEO - Guará;0414020120 - EXODONTIA DE DENTE DECÍDUO;1;21788
2022;9;BPA-C;Média complexidade;9676473 - CEO - Ceilândia I;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;12;20884
2022;3;Urgência;Média complexidade;0010529 - HRPl;0408020202 - REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO;3;18978
2022;1;BPA-C;Média complexidade;0010456 - HBDF;0404020445 - CONTENÇÃO DE DENTES POR SPLINTAGEM;9;18336
2022;6;BPA-C;Atenção Básica;9622918 - CEO - Taguatinga;0414020138 - EXODONTIA DE DENTE PERMANENTE;85;19998
2022;5;Eletivo;Alta complexidade;0010499 - HRT;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;4;19515
2022;5;BPA-C;Atenção Básica;9764860 - CEO - Gama;0414020359 - TRATAMENTO CIRÚRGICO DE HEMORRAGIA BUCO-DENTAL;1;19738
2022;12;BPA-C;Média complexidade;0010456 - HBDF;0414020073 - CURETAGEM PERIAPICAL;1;21533
2022;3;BPA-C;Atenção Básica;9764860 - CEO - Gama;0414020383 - TRATAMENTO DE ALVEOLITE;1;19134
2022;4;Eletivo;Média complexidade;6876617 - HCB;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;1;19340
2022;10;BPA-C;Média complexidade;6876617 - HCB;0409050059 - LIBERACAO / PLASTIA DE PREPUCIO;1;21124
2022;6;BPA-C;Atenção Básica;0010464 - HRAN;0413010023 - ATENDIMENTO DE URGÊNCIA EM PEQUENO QUEIMADO;24;19800
2022;8;BPA-C;Média complexidade;9676473 - CEO - Ceilândia I;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);8;20604
2022;8;Eletivo;Média complexidade;0010464 - HRAN;0413010058 - CURATIVO EM PEQUENO QUEIMADO;310;20392
2022;7;Eletivo;Média complexidade;0010456 - HBDF;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;38;20061
2022;9;BPA-C;Média complexidade;9620311 - Policlínica Guará I;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;16;20859
2022;12;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0404010156 - INFILTRACAO MEDICAMENTOSA EM CORNETO INFERIOR;2;21748
2022;10;Eletivo;Média complexidade;9715797 - CEO - Guará;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;2;21194
2022;1;Eletivo;Alta complexidade;3224228 - Renal Care;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;2;18491
2022;10;BPA-C;Média complexidade;0010456 - HBDF;0404020674 - RECONSTRUÇÃO PARCIAL DO LÁBIO TRAUMATIZADO;1;20933
2022;1;BPA-C;Média complexidade;9715797 - CEO-Guará;0414020081 - ENXERTO GENGIVAL;1;18568
2022;5;Eletivo;Média complexidade;6876617 - HCB;0407020128 - DILATACAO DIGITAL / INSTRUMENTAL DO ANUS E/OU RETO;1;19652
2022;1;BPA-C;Média complexidade;9578560 - CEO-Ceilândia II;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);56;18529
2022;2;Eletivo;Média complexidade;3055450 - CBV;0405030053 - INJECAO INTRA-VITREO;23;18736
2022;1;Eletivo;Média complexidade;3055450 - CBV;0405030215 - RETINOPEXIA PNEUMÁTICA;17;18484
2022;1;BPA-C;Atenção Básica;6876617 - HCB;0414020120 - EXODONTIA DE DENTE DECÍDUO;6;18500
2022;5;Eletivo;Alta complexidade;0010499 - HRT;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;3;19516
2022;11;Eletivo;Média complexidade;2672197 - HRSam;0409070122 - DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE;2;21364
2022;3;BPA-C;Média complexidade;9778144 - Policlínica Asa Norte;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;7;19153
2022;5;Eletivo;Média complexidade;0010510 - HUB;0405020023 - CORRECAO CIRURGICA DO ESTRABISMO (ATE 2 MUSCULOS);1;19544
2022;11;Eletivo;Atenção Básica;0010537 - HMIB;0414020138 - EXODONTIA DE DENTE PERMANENTE;33;21339
2022;11;Eletivo;Média complexidade;3055450 - CBV;0405050305 - SUTURA DE CORNEA;31;21381
2022;3;Eletivo;Média complexidade;0010456 - HBDF;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;90;18872
2022;8;Eletivo;Alta complexidade;3055450 - CBV;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;40;20495
2022;5;Eletivo;Média complexidade;0010510 - HUB;0406020620 - RETIRADA DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTÁVEL;3;19553
2022;7;BPA-C;Atenção Básica;9578560 - CEO 11 - Ceilândia;0414020120 - EXODONTIA DE DENTE DECÍDUO;9;20234
2022;7;Eletivo;Alta complexidade;0010502 - HRS;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;1;20120
2022;10;BPA-C;Média complexidade;9622918 - CEO - Taguatinga;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);114;21169
2022;7;BPA-C;Média complexidade;9690735 - CEO - Planaltina;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);59;20286
2022;7;Eletivo;Média complexidade;0010456 - HBDF;0405010184 - TRATAMENTO CIRURGICO DE BLEFAROCALASE;2;20067
2022;12;Eletivo;Média complexidade;0010537 - HMIB;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);39;21640
2022;4;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);27;19429
2022;5;Eletivo;Alta complexidade;3224228 - Renal Care;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;1;19621
2022;5;Eletivo;Alta complexidade;0010502 - HRS;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;2;19533
2022;11;BPA-C;Média complexidade;9578560 - CEO 11 - Ceilândia;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);19;21444
2022;2;BPA-C;Média complexidade;0010456 - HBDF;0404020623 - RETIRADA DE MATERIAL DE SÍNTESE ÓSSEA / DENTÁRIA;13;18596
2022;12;BPA-C;Média complexidade;9578560 - CEO 11 - Ceilândia;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);2;21745
2022;7;Eletivo;Média complexidade;5717515 - HRSM;0408020172 - REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO;1;20201
2022;12;Eletivo;Atenção Básica;5717515 - HRSM;0414020138 - EXODONTIA DE DENTE PERMANENTE;27;21688
2022;2;BPA-C;Média complexidade;0010472 - HRG;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);4;18642
2022;9;BPA-C;Média complexidade;9578501 - Policlínica II Ceilândia;0407010319 - TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO;3;20846
2022;6;BPA-C;Atenção Básica;2649527 - HAB;0414020138 - EXODONTIA DE DENTE PERMANENTE;4;19915
2022;5;Eletivo;Atenção Básica;0010537 - HMIB;0414020120 - EXODONTIA DE DENTE DECÍDUO;53;19579
2022;9;BPA-C;Atenção Básica;0010596 - Cent. Espec. Doenças Infecciosas;0414020138 - EXODONTIA DE DENTE PERMANENTE;2;20772
2022;11;Eletivo;Média complexidade;2645157 - HRL;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO;2;21360
2022;11;Eletivo;Média complexidade;3055450 - CBV;0405030045 - FOTOCOAGULACAO A LASER;2;21371
2022;7;Eletivo;Média complexidade;0010499 - HRT;0405050089 - EXERESE DE TUMOR DE CONJUNTIVA;1;20118
2022;12;Urgência;Alta complexidade;3548104 - Centro da Visao;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;1;21679
2022;5;BPA-C;Média complexidade;0010464 - HRAN;0405010141 - SIMBLEFAROPLASTIA;1;19480
2022;1;BPA-C;Média complexidade;0010456 - HBDF;0404010091 - DUCHA DE POLITZER (UNI / BILATERAL);6;18334
2022;9;BPA-C;Média complexidade;0010456 - HBDF;0404020623 - RETIRADA DE MATERIAL DE SÍNTESE ÓSSEA / DENTÁRIA;6;20655
2022;4;BPA-C;Atenção Básica;0010766 - CEO 712 912 Sul;0414020138 - EXODONTIA DE DENTE PERMANENTE;59;19289
2022;2;BPA-C;Média complexidade;9690735 - CEO-Planaltina;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);13;18823
2022;10;BPA-C;Média complexidade;0010480 - HRC;0409050067 - PLASTICA DE FREIO BALANO-PREPUCIAL;1;20991
2022;6;Eletivo;Média complexidade;3055450 - CBV;0405030096 - SUTURA DE ESCLERA;31;19922
2022;10;Eletivo;Média complexidade;3055450 - CBV;0405030134 - VITRECTOMIA ANTERIOR;44;21079
2022;9;Eletivo;Média complexidade;0010537 - HMIB;0414020162 - GENGIVOPLASTIA (POR SEXTANTE);7;20767
2022;9;Eletivo;Alta complexidade;3224228 - Renal Care;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;7;20803
2022;2;BPA-C;Média complexidade;9622845 - CEO Policl Taguatinga;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);5;18798
2022;9;Eletivo;Média complexidade;0010464 - HRAN;0409050083 - POSTECTOMIA;6;20696
2022;8;BPA-C;Média complexidade;0010499 - HRT;0405010060 - EPILACAO DE CILIOS;3;20412
2022;6;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);83;20032
2022;10;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;21;21162
2022;3;Eletivo;Média complexidade;0010456 - HBDF;0405030029 - BIOPSIA DE TUMOR INTRA OCULAR;1;18881
2022;10;Urgência;Média complexidade;0935514 - UPA Paranoá;0412050170 - TORACOCENTESE/DRENAGEM DE PLEURA;1;21059
2022;1;Eletivo;Média complexidade;0010464 - HRAN;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;1;18375
2022;11;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0404010156 - INFILTRACAO MEDICAMENTOSA EM CORNETO INFERIOR;1;21448
2022;9;Eletivo;Média complexidade;0010510 - HUB;0407040196 - PARACENTESE ABDOMINAL;20;20739
2022;3;Urgência;Média complexidade;0010529 - HRPl;0409010090 - CISTOSTOMIA;1;18981
2022;9;BPA-C;Média complexidade;0010456 - HBDF;0414020073 - CURETAGEM PERIAPICAL;1;20664
2022;12;BPA-C;Média complexidade;6876617 - HCB;0414020162 - GENGIVOPLASTIA (POR SEXTANTE);1;21722
2022;2;Eletivo;Média complexidade;5717515 - HRSM;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO;9;18754
2022;1;Eletivo;Alta complexidade;0010499 - HRT;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;4;18393
2022;3;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020081 - ENXERTO GENGIVAL;1;19137
2022;12;BPA-C;Média complexidade;9676473 - CEO - Ceilândia I;0414020073 - CURETAGEM PERIAPICAL;11;21773
2022;4;Eletivo;Alta complexidade;9967486 - IBRANE;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;7;19439
2022;10;Eletivo;Média complexidade;0010464 - HRAN;0409060089 - EXCISÃO TIPO I DO COLO UTERINO;4;20983
2022;9;BPA-C;Média complexidade;0010545 - HRBz;0414020154 - GENGIVECTOMIA (POR SEXTANTE);1;20771
2022;7;BPA-C;Média complexidade;0010499 - HRT;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;9;20115
2022;11;Eletivo;Atenção Básica;0010537 - HMIB;0414020120 - EXODONTIA DE DENTE DECÍDUO;112;21338
2022;11;Eletivo;Média complexidade;5717515 - HRSM;0414020154 - GENGIVECTOMIA (POR SEXTANTE);7;21405
2022;4;BPA-C;Média complexidade;6876617 - HCB;0409010154 - EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO EM URETER;1;19338
2022;12;BPA-C;Média complexidade;6876617 - HCB;0407010327 - TRATAMENTO ESCLEROSANTE DE LESOES NAO HEMORRAGICAS DO APARELHO DIGESTIVO INCLUINDO LIGADURA ELASTICA;2;21720
2022;1;BPA-C;Média complexidade;9578560 - CEO-Ceilândia II;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;35;18528
2022;2;BPA-C;Média complexidade;0010502 - HRS;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);5;18666
2022;7;Eletivo;Média complexidade;0010456 - HBDF;0405050399 - TRATAMENTO CIRÚRGICO DE DEISCÊNCIA DE SUTURA DE CÓRNEA;3;20070
2022;11;BPA-C;Atenção Básica;0011347 - Adolescentro;0414020138 - EXODONTIA DE DENTE PERMANENTE;3;21353
2022;6;BPA-C;Média complexidade;5598575 - Policlínica Gama;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;88;19934
2022;3;Eletivo;Alta complexidade;0010510 - HUB;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;4;18955
2022;6;Eletivo;Média complexidade;5717515 - HRSM;0408020245 - REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO;1;19951
2022;2;BPA-C;Atenção Básica;9622918 - CEO-Taguatinga;0414020405 - ULOTOMIA/ULECTOMIA;1;18801
2022;8;Eletivo;Média complexidade;0010464 - HRAN;0405010184 - TRATAMENTO CIRURGICO DE BLEFAROCALASE;6;20383
2022;5;Eletivo;Alta complexidade;9967486 - IBRANE;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;4;19758
2022;2;BPA-C;Média complexidade;0010456 - HBDF;0404020615 - REDUÇÃO DE LUXAÇÃO TÊMPORO-MANDIBULAR;5;18595
2022;7;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020073 - CURETAGEM PERIAPICAL;14;20304
2022;12;Eletivo;Média complexidade;9690719 - CEO - Sobradinho;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;1;21780
2022;8;BPA-C;Atenção Básica;9622918 - CEO - Taguatinga;0414020138 - EXODONTIA DE DENTE PERMANENTE;59;20585
2022;8;Eletivo;Média complexidade;3055450 - CBV;0405030223 - REMOÇÃO DE ÓLEO DE SILICONE;5;20502
2022;10;Eletivo;Média complexidade;0010510 - HUB;0414020154 - GENGIVECTOMIA (POR SEXTANTE);1;21032
2022;8;BPA-C;Média complexidade;0010464 - HRAN;0405050070 - CORRECAO CIRURGICA DE HERNIA DE IRIS;1;20373
2022;3;BPA-C;Atenção Básica;0010502 - HRS;0414020120 - EXODONTIA DE DENTE DECÍDUO;1;18945
2022;11;BPA-C;Média complexidade;9505709 - Policlínica Planaltina;0409060097 - EXERESE DE POLIPO DE UTERO;1;21432
2022;9;BPA-C;Média complexidade;0010456 - HBDF;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;9;20660
2022;5;BPA-C;Média complexidade;0010499 - HRT;0405050259 - RETIRADA DE CORPO ESTRANHO DA CORNEA;64;19521
2022;12;BPA-C;Atenção Básica;9622918 - CEO - Taguatinga;0414020120 - EXODONTIA DE DENTE DECÍDUO;8;21763
2022;2;Eletivo;Média complexidade;9516212 - Policlínica Paranoá;0409060089 - EXCISÃO TIPO I DO COLO UTERINO;4;18775
2022;2;BPA-C;Média complexidade;9778144 - Policlínica Asa Norte;0406020140 - EXCISAO E SUTURA DE LINFANGIOMA / NEVUS;12;18849
2022;3;Eletivo;Atenção Básica;0010537 - HMIB;0414020383 - TRATAMENTO DE ALVEOLITE;1;18985
2022;6;Eletivo;Média complexidade;0010499 - HRT;0405050089 - EXERESE DE TUMOR DE CONJUNTIVA;1;19844
2022;1;Eletivo;Atenção Básica;9622845 - CEO Policl Taguatinga;0414020120 - EXODONTIA DE DENTE DECÍDUO;2;18540
2022;5;BPA-C;Atenção Básica;6876617 - HCB;0414020120 - EXODONTIA DE DENTE DECÍDUO;28;19645
2022;1;BPA-C;Média complexidade;9414754 - Policlínica Sobradinho;0409060097 - EXERESE DE POLIPO DE UTERO;2;18514
2022;6;BPA-C;Média complexidade;9690735 - CEO - Planaltina;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;34;20016
